id,price_doc
30565,7073375.331851697
30566,7178966.981333995
30567,2272040.801989968
30568,9893960.735315721
30569,11058890.944025746
30570,6358483.798287559
30571,7721311.15670968
30572,4795918.373583265
30573,6268417.313828067
30574,6148985.951854047
30575,7023931.288240754
30576,4868696.098148944
30577,4144240.3867990603
30578,2963792.4018562497
30579,7317664.057779757
30580,4730044.244704375
30581,5139831.988768107
30582,12080897.223944537
30583,7067946.830010467
30584,4393620.234584837
30585,3003323.5575896236
30586,9332795.05765407
30587,5797562.1354747405
30588,7203650.756295931
30589,7762000.672407507
30590,12188421.782646988
30591,5056877.819224987
30592,7009194.805817058
30593,7584899.084992132
30594,6338762.319717606
30595,5326392.756287476
30596,6598082.407169978
30597,6247402.542227027
30598,9704694.630307987
30599,9191978.259096548
30600,4696989.930364859
30601,6027361.325148984
30602,2159078.5406087004
30603,11955687.444922447
30604,4661870.319365891
30605,6496339.66227314
30606,18754411.200122308
30607,6080454.735042132
30608,9107113.19689433
30609,5890109.790440648
30610,3005255.4876954746
30611,5282098.949503806
30612,7221422.005381208
30613,8978506.135249665
30614,17282252.78010879
30615,7971388.530614922
30616,5396467.384934431
30617,10002850.68258318
30618,4782033.474571839
30619,4124142.4520764663
30620,2700032.9854492387
30621,8628521.020211123
30622,7944555.707610674
30623,6066501.910891282
30624,6601594.4482044475
30625,7737486.805612499
30626,6209377.209788892
30627,7079038.120283106
30628,6212321.38377896
30629,4848145.821938091
30630,4402853.186393552
30631,6203096.771864731
30632,4132074.5340085416
30633,6472328.018765783
30634,11469486.407920334
30635,9765072.11336208
30636,5739619.644421302
30637,9453859.13594264
30638,6054831.645360235
30639,7232319.929281435
30640,4572580.426910374
30641,8047445.716731025
30642,6800601.943534574
30643,7782168.521955532
30644,9704694.630307987
30645,7402001.613560937
30646,5093896.181441396
30647,4701670.469197272
30648,24638637.654124655
30649,2654340.3553810045
30650,4760472.18634472
30651,3055101.9453445263
30652,4468487.185193528
30653,6620546.1682061795
30654,4472537.943493206
30655,12511941.4711649
30656,3743946.270951687
30657,5782128.211718322
30658,10323896.8276986
30659,4821563.746801628
30660,9241971.551747466
30661,6254867.777991459
30662,8682411.149883015
30663,15843267.855206432
30664,11070094.910044186
30665,5900753.514015722
30666,2589359.986197834
30667,4133834.4643834843
30668,9651616.205609526
30669,4745350.966964096
30670,2627954.126872738
30671,6719110.375442653
30672,14942299.619188862
30673,9741974.59482227
30674,10729183.730073914
30675,2298908.5103524034
30676,6716157.271959948
30677,4374918.925370517
30678,21508963.35907722
30679,5734518.597555527
30680,4987646.28231147
30681,2284945.2629561936
30682,9227241.092625245
30683,9827551.382555505
30684,4890852.669147844
30685,7320418.088250216
30686,9470954.250512213
30687,4854185.353597692
30688,4554315.191248893
30689,13606309.59110435
30690,26257888.393245507
30691,4539273.123247242
30692,6144645.906154703
30693,11853757.116382811
30694,5062543.6576773
30695,7507878.633941072
30696,6292598.125539561
30697,11118782.240146723
30698,7429538.502094013
30699,5511749.678294474
30700,4881013.647415501
30701,9706832.795884164
30702,6354178.739376771
30703,3723546.513433719
30704,12168735.658755062
30705,8206788.388140585
30706,27793059.976908606
30707,3542151.06211552
30708,14595603.070821896
30709,5662819.257023613
30710,7603692.687418223
30711,4631057.483028103
30712,3988431.0469846097
30713,5783626.487517981
30714,6751436.66657616
30715,3642819.4465899463
30716,9800872.777409947
30717,6289706.625469598
30718,8747587.485317675
30719,15474239.938198093
30720,7488101.687608214
30721,4260725.264834572
30722,7677807.978834225
30723,6323056.50105633
30724,11564043.427416027
30725,6552898.958504638
30726,11230301.54022999
30727,9838549.74302253
30728,11539034.271861812
30729,3493599.4381378717
30730,5911953.3862798875
30731,6045395.112959024
30732,4881137.176688878
30733,9420431.16160748
30734,6702537.562697194
30735,5446809.540137001
30736,5122892.536891138
30737,6034654.470075858
30738,5976638.936802163
30739,3890421.211625046
30740,6927889.229711812
30741,11227541.447276559
30742,4054498.3703722893
30743,4703317.602901927
30744,9571047.367207726
30745,6611433.706615775
30746,5500957.718017753
30747,14267807.344275301
30748,17534037.749116108
30749,4827860.772271017
30750,6746301.864677074
30751,3449966.013070521
30752,7001363.78480732
30753,10297229.615562445
30754,5680910.984280332
30755,4254549.4536182815
30756,6404422.216179282
30757,5365611.843152983
30758,9696868.961907718
30759,5896255.837119086
30760,4126321.419954223
30761,8841658.536364775
30762,6573749.9788908865
30763,12726498.176537253
30764,5892094.269197491
30765,5399827.975321536
30766,3541382.729548429
30767,8842868.039868396
30768,4219499.969609215
30769,8239824.503333785
30770,5876191.531723808
30771,2886342.714555623
30772,7964266.211456509
30773,7426015.359420912
30774,5565663.277958022
30775,13157391.45581339
30776,5669818.426343078
30777,5909206.546614813
30778,8587595.570444385
30779,6161071.74660141
30780,7394961.705561044
30781,6433337.325592585
30782,5182267.733379882
30783,5342972.471663454
30784,3597242.6574966894
30785,4766071.564940037
30786,4090049.779231481
30787,5768660.148815788
30788,5561758.610830055
30789,6878413.203134347
30790,6457044.15548775
30791,10177138.60510192
30792,6816627.42444151
30793,10309932.471259365
30794,14045496.993233865
30795,12000614.295691447
30796,11137146.051417157
30797,14857036.236362427
30798,2920341.6871102564
30799,9616831.705362715
30800,12900578.033302922
30801,5835882.644846892
30802,15658894.339124804
30803,3076785.329797353
30804,3460588.1486796583
30805,15297686.402611118
30806,6707440.295946633
30807,5892571.271459651
30808,10694452.630237471
30809,4812641.240046896
30810,10680363.638374273
30811,4292688.329171172
30812,5395239.170539255
30813,4840150.614187236
30814,2586975.0088151284
30815,4407320.119664354
30816,7899270.720285861
30817,2222734.131770377
30818,7782078.063881278
30819,8161292.582026321
30820,4903225.996930996
30821,27168411.661627736
30822,8859878.737358227
30823,7670890.010544682
30824,3493044.1551272892
30825,4844267.533060833
30826,10781411.67126836
30827,5118825.796913281
30828,5343655.161207667
30829,5064142.624215478
30830,9381707.278010393
30831,6167457.608865936
30832,5621773.430429406
30833,4913012.689389446
30834,4037278.0497874543
30835,7533960.319466127
30836,6434709.510777633
30837,5341088.716771441
30838,4310034.772583991
30839,5697174.0161374165
30840,10672992.101387095
30841,10779749.124595717
30842,6846750.189277727
30843,5054356.372076707
30844,6204914.528075906
30845,9004705.189354964
30846,4234798.147218229
30847,5558738.864290872
30848,8289730.51283888
30849,4369168.445603922
30850,3931870.065619336
30851,4545741.702154315
30852,7063419.119437476
30853,4043803.328968474
30854,6111022.0971333515
30855,7696298.910400513
30856,9396744.393392863
30857,2202255.616464959
30858,4166316.865964355
30859,5646449.015087186
30860,5638404.41595125
30861,8488658.272563027
30862,6127819.184313104
30863,5123629.324621093
30864,5577203.261393295
30865,9774949.281132048
30866,6746039.909216462
30867,5443015.124222253
30868,8145873.142327386
30869,5062137.2058765525
30870,5977270.815635539
30871,7981692.672066132
30872,4586369.615298456
30873,3703255.2777815736
30874,4847365.3167364
30875,6573919.854763024
30876,4918542.2228451865
30877,9968003.682135424
30878,5470858.544277429
30879,7325725.982232031
30880,5741635.419299362
30881,2217152.570547193
30882,10421083.913254946
30883,3258304.099987152
30884,5495556.169868686
30885,5396839.8958915295
30886,7092508.274696525
30887,5486818.222482705
30888,4366624.307615941
30889,4934825.312334366
30890,6953585.433064222
30891,3494764.9051310187
30892,3546604.9425900197
30893,4184836.2237490243
30894,5370817.804715386
30895,4179152.977815261
30896,6601886.398207798
30897,7582575.9388991725
30898,6932648.399391256
30899,6154231.567446476
30900,3297372.7412106413
30901,6099901.50983647
30902,2234599.0926009635
30903,6573585.700373159
30904,7756005.564869612
30905,5487380.818566752
30906,6236151.4139655335
30907,13378220.156978061
30908,4236536.537764189
30909,12709553.510140968
30910,7097920.973080468
30911,4855240.092601054
30912,6104053.346572443
30913,16863615.945937254
30914,6049585.562342839
30915,7820494.517112058
30916,5229540.4532020725
30917,8533644.56951196
30918,6813075.613175417
30919,4250769.736403622
30920,5485517.620248755
30921,3605860.8706585625
30922,5796964.225793904
30923,3313376.2124950816
30924,4970914.160886688
30925,13286364.697769836
30926,6761731.505534297
30927,7106235.581674602
30928,4673902.251531446
30929,4955937.74664143
30930,9669616.314215474
30931,10768673.501711592
30932,4912402.208346248
30933,4960036.233624908
30934,14533724.912841685
30935,6885382.35224164
30936,6707151.676016601
30937,8826694.30459713
30938,3232115.8916522
30939,8507523.468633005
30940,6463354.865784113
30941,6460358.765009486
30942,3626499.249839954
30943,7005626.842082778
30944,4795630.9299940765
30945,3135021.1567114843
30946,13894046.97600226
30947,6735049.497356714
30948,8744360.255430803
30949,6018486.554288594
30950,5557194.918350909
30951,14853045.79792523
30952,7201691.3705454
30953,9330451.920964787
30954,4645646.3714245055
30955,6263543.133453395
30956,6957222.188697152
30957,5541908.502990086
30958,21890658.368063588
30959,7847664.311545985
30960,7600111.28244141
30961,8299408.747507313
30962,10409805.856602816
30963,3637741.795949835
30964,4293013.9749955665
30965,6810824.737340348
30966,11058889.959050376
30967,10110256.442030653
30968,3354568.6192212612
30969,3467391.336424226
30970,6138942.969655266
30971,9898469.358831646
30972,3558439.7358472305
30973,4792720.846430015
30974,4960085.822904741
30975,7343337.167631807
30976,5048564.60088996
30977,7225853.898600917
30978,7413959.792697379
30979,3432051.469857834
30980,6643704.580206371
30981,5536169.479101507
30982,6400975.382350363
30983,3768036.3149089348
30984,5495556.169868686
30985,3631332.455517484
30986,9900142.733969875
30987,9610640.931513773
30988,5904831.69789461
30989,7260298.389914269
30990,12393984.254206054
30991,8980792.526182773
30992,2678868.2553195027
30993,7112021.220727916
30994,4772574.552176886
30995,6806234.108655944
30996,5516412.686188379
30997,7116272.010373916
30998,6808562.387413283
30999,7168468.530661423
31000,7849052.294463387
31001,5858931.206450358
31002,9292394.976281876
31003,8863653.456012387
31004,4148675.4279036857
31005,2951145.6527391374
31006,6903702.6542415405
31007,5433412.707019091
31008,5048777.809736724
31009,6633664.00405884
31010,5981192.932418915
31011,4068808.8598644277
31012,5724800.457056971
31013,6568575.615425385
31014,12794209.794060651
31015,7064407.076861565
31016,4077245.1686720806
31017,9438446.014002234
31018,5267526.09015105
31019,4437105.5335303545
31020,7059640.841581641
31021,11674896.849567985
31022,19570677.603347965
31023,9804670.053079631
31024,4540515.808965029
31025,6025174.993127716
31026,5905607.793086712
31027,4406070.473061917
31028,4627141.512010283
31029,7647156.519753564
31030,6583851.435286295
31031,9731271.004843693
31032,9002979.100234857
31033,7830263.645091255
31034,6983794.792815683
31035,9498675.643126963
31036,6756985.979714652
31037,26107579.22478205
31038,4224784.798289626
31039,9309033.467178494
31040,5823890.8617873015
31041,4214794.173018562
31042,3088119.3344103177
31043,5937658.756011285
31044,8488623.920043375
31045,7342430.2624879535
31046,14587874.269104298
31047,6983089.212802404
31048,5878566.884264574
31049,7042925.445322577
31050,7596411.325439846
31051,6343228.387762272
31052,3699154.688278318
31053,16723514.122112993
31054,5752378.500421181
31055,5067891.722637145
31056,11855767.255349776
31057,5327954.295482363
31058,7023996.169796997
31059,2716351.6567871347
31060,6955436.190915258
31061,6132412.559481483
31062,6264923.206993371
31063,3458126.79563343
31064,4913985.77604832
31065,10180600.47731165
31066,4161872.182870027
31067,8653339.953775443
31068,4056735.6629569735
31069,4530018.487457995
31070,4500107.951806289
31071,3391944.104558027
31072,7901828.06399499
31073,2217152.570547193
31074,7272565.88328006
31075,6485990.429162843
31076,6385507.948086531
31077,5483163.712310762
31078,4249963.5424895305
31079,4852259.069279643
31080,6284916.507885868
31081,2725942.2898240075
31082,10488490.16439654
31083,4811732.664825884
31084,9356426.23923906
31085,12065729.654191665
31086,3731153.90500568
31087,4737342.605380043
31088,6818224.973897196
31089,5677571.3297894085
31090,35309262.119670615
31091,3033710.2494683154
31092,6867133.112866844
31093,5900753.514015722
31094,5799283.0375283025
31095,4959152.996129378
31096,18501929.239680447
31097,11267969.96356875
31098,9355155.920335347
31099,17027428.203276884
31100,5045901.755700132
31101,4467762.7742545325
31102,6006289.213060811
31103,10726418.863879154
31104,5045816.599325611
31105,9175642.578608433
31106,4500712.544769118
31107,9652170.017130345
31108,6788701.6787100425
31109,4971056.054672607
31110,9087303.293198787
31111,11025750.980710315
31112,5380448.971531108
31113,3406261.210693339
31114,4720205.135501413
31115,4970102.875273122
31116,6047614.733752891
31117,5955860.285592477
31118,3649519.853268023
31119,3120456.009033241
31120,5514163.14624479
31121,5892623.494894876
31122,6162318.234416303
31123,4636629.023698411
31124,4822242.973680971
31125,11922695.667582093
31126,16515148.951601664
31127,5159788.745731038
31128,5709710.288781209
31129,5184548.463822682
31130,12747384.172731495
31131,6952802.584502348
31132,9184144.195207287
31133,11180209.933039643
31134,6035677.306216132
31135,9687423.113413762
31136,11997035.209388804
31137,4727655.910568021
31138,7175929.265183099
31139,3696253.022805317
31140,7829107.3010800835
31141,7265827.164184677
31142,9473360.83127693
31143,5125234.870286627
31144,3737586.770440325
31145,6130276.704439447
31146,6019889.421754687
31147,13268856.447717002
31148,5838728.287067486
31149,2274484.31458448
31150,8123397.098446772
31151,5654073.6559526175
31152,7973215.738471838
31153,4989600.247343936
31154,15882674.580569064
31155,6211983.050622694
31156,9829183.406516518
31157,3798342.8070064024
31158,8677371.72279411
31159,5755099.598454311
31160,5085466.932000314
31161,3476696.8112319554
31162,4565216.29399436
31163,5193194.628158634
31164,5937832.893863706
31165,6106595.34261518
31166,5440961.213807708
31167,7762642.254687989
31168,12158907.439640304
31169,8234308.222146373
31170,5538890.484048691
31171,9422428.585361958
31172,4884347.673798627
31173,11916593.56992374
31174,9546808.106777752
31175,17839247.16796628
31176,4617531.527492142
31177,8006916.937164931
31178,4162982.495281232
31179,4442141.752693677
31180,4067351.588278041
31181,7682097.1479812255
31182,6864473.558055817
31183,7771921.496756147
31184,4940791.9084560815
31185,4150600.1940380367
31186,8542627.428635145
31187,3408973.7039212887
31188,4668027.363204254
31189,5066849.647692191
31190,7234791.243593074
31191,12716193.936653506
31192,3595238.5159170083
31193,5081477.864897739
31194,9426055.620678626
31195,8064472.199522982
31196,4884954.680688939
31197,14829204.873854905
31198,5016342.995188651
31199,6236241.238890454
31200,9874882.317858063
31201,3837991.468181631
31202,3652081.29348851
31203,5826199.361263572
31204,3510427.4373059343
31205,8135516.248211044
31206,5610333.652562195
31207,4049632.3661898114
31208,4494488.998860938
31209,4245925.305139372
31210,5356872.1634221515
31211,8167964.786735778
31212,4921326.964759596
31213,10496741.099584932
31214,6468575.223790191
31215,4584823.6448041145
31216,5495556.169868686
31217,7034456.099466124
31218,7967980.705390546
31219,3419400.4820004012
31220,7383844.303484108
31221,3639763.3345655715
31222,7228195.174192298
31223,9515531.972136319
31224,7061626.396265896
31225,11194099.860730045
31226,5652874.004782196
31227,9302322.146360332
31228,9451526.246361203
31229,4115562.9620167767
31230,5356205.723987584
31231,3914306.021959434
31232,7058748.920960141
31233,6085818.865277472
31234,6695638.071988389
31235,4946156.783335182
31236,5628755.202635197
31237,10099277.353544684
31238,6284916.507885868
31239,11787106.738387695
31240,6279827.70228307
31241,6118282.868598773
31242,6971416.252094573
31243,3583693.7838453604
31244,7109582.704554451
31245,7807855.351760579
31246,11744644.82706389
31247,5281212.93664095
31248,7025132.062754146
31249,9475402.610399365
31250,5517171.701455058
31251,7021518.813438444
31252,5733615.300403948
31253,8327677.549807071
31254,6239387.317506907
31255,12308982.50573136
31256,6280366.800020345
31257,4750606.020999792
31258,8063884.889226364
31259,10981027.5057957
31260,7562286.954407301
31261,22478796.26001857
31262,5487380.818566752
31263,5940693.542496283
31264,3646775.2403035564
31265,10199776.949952515
31266,7254848.252319023
31267,3622975.432207551
31268,4129752.716734594
31269,7701169.492393458
31270,4061486.198594858
31271,5262867.895935133
31272,14308119.29175972
31273,6740455.827028402
31274,5667460.499106434
31275,6192835.214953407
31276,5429710.052844024
31277,4863511.956448613
31278,13883979.05674933
31279,14529475.363009393
31280,7019259.3811463
31281,6859985.942588195
31282,11650718.705824787
31283,5872980.745526822
31284,4760382.749158146
31285,5400022.239324673
31286,6999843.194707567
31287,9740279.317435034
31288,4278396.994952849
31289,8419090.1620288
31290,5409085.019813801
31291,5955761.894761249
31292,3759242.228386778
31293,6958114.35863876
31294,3666882.018599328
31295,17357352.914660387
31296,9442794.281380622
31297,7575044.23517909
31298,3542296.964383537
31299,9460388.854974687
31300,6719986.95576088
31301,5891464.156707634
31302,5388457.870859506
31303,7916852.914062691
31304,6837545.79068501
31305,7353560.801473566
31306,3012294.121595879
31307,5821279.019508387
31308,7655521.38564489
31309,8180023.428888749
31310,52262869.21549548
31311,4580806.427096202
31312,5263051.274638278
31313,13530729.531937063
31314,6212321.38377896
31315,9652167.663236814
31316,11408762.887223557
31317,17878419.90474508
31318,7788266.3807794815
31319,6408934.632969767
31320,5830999.433445371
31321,6661219.966813232
31322,6637951.060141189
31323,7664222.75314736
31324,7071529.665287588
31325,5786191.434892374
31326,5493378.379223609
31327,7397878.961912716
31328,13603038.299475666
31329,4988538.9173150435
31330,11285982.244353263
31331,8194726.151731188
31332,5191330.069654556
31333,4820827.262017415
31334,4099118.9532306665
31335,7226978.604782196
31336,8211779.869997144
31337,6513303.5481199585
31338,4318477.174493589
31339,4630986.760850853
31340,6383422.582788778
31341,9486140.64101634
31342,5685582.015292236
31343,3459157.018168366
31344,3899027.2339912346
31345,4767338.538403161
31346,3572858.0103158564
31347,8833339.143579802
31348,10688197.289609388
31349,11202579.85594788
31350,3334236.5920504625
31351,5269201.246754864
31352,9021318.336571727
31353,4952882.415129907
31354,7301117.736608474
31355,8464683.192003736
31356,4226309.40621229
31357,5021223.341779333
31358,2657576.5421494087
31359,6299821.9553336045
31360,9098587.866143359
31361,4593798.226172993
31362,9819890.582925431
31363,4900657.690127529
31364,3491981.22126862
31365,3446093.410052319
31366,6043718.256824067
31367,9654332.316548845
31368,5767331.516170334
31369,4137501.4514069753
31370,9798651.303273546
31371,8113473.881348883
31372,7019372.746165088
31373,5060063.721057712
31374,6168298.284356297
31375,5448595.949597016
31376,6244993.467980894
31377,9623069.607095057
31378,5436808.108796618
31379,33177916.735368263
31380,4642654.026203509
31381,7315074.225317306
31382,5014297.768738001
31383,6749353.814115749
31384,20741284.005321994
31385,11743413.1337231
31386,9532123.414381362
31387,13171678.60224895
31388,4887460.304150458
31389,4328846.798860163
31390,7551192.427967607
31391,4989600.247343936
31392,12406290.314161256
31393,8450449.252116516
31394,5558624.927641462
31395,4029698.060396981
31396,8721787.396007322
31397,6887084.588399501
31398,2377534.931568187
31399,12637558.445299108
31400,3823302.1478332095
31401,10938716.181818172
31402,9041179.899432117
31403,5029479.423389553
31404,4726752.66767007
31405,3777838.638510323
31406,5868373.90494414
31407,3402276.91226592
31408,5768660.148815788
31409,3389167.152251196
31410,11497903.925794374
31411,7565808.260919233
31412,10123064.425122494
31413,7144799.879369121
31414,3990475.6648619054
31415,14918809.80847147
31416,6062728.559397612
31417,5198876.900709192
31418,7761472.519249775
31419,9176679.645710662
31420,9621764.227471964
31421,6127932.7348593995
31422,5431529.324959073
31423,7096363.9055482745
31424,16437528.024913168
31425,5417496.412576226
31426,4406381.779541056
31427,6032611.758540132
31428,8363673.536081503
31429,13450450.989878625
31430,4402285.620448884
31431,4996911.505143095
31432,4740329.30798112
31433,5604650.904831979
31434,3689006.0489812875
31435,10103334.585339043
31436,9185538.718566697
31437,11884808.17633161
31438,9522666.085449323
31439,8883101.43125641
31440,6651431.01798161
31441,6879787.906954564
31442,7464725.607390425
31443,11491363.009441758
31444,6176313.84732312
31445,8891774.298494227
31446,13103558.795725042
31447,6265278.286313359
31448,7153587.972164587
31449,7569146.288590068
31450,6441626.845076242
31451,7782485.352299047
31452,11553764.311747551
31453,2627340.3175963103
31454,5647016.610498173
31455,7367675.339813339
31456,4913985.77604832
31457,5110169.476954561
31458,16241192.722840784
31459,7426190.525827461
31460,5051175.097444006
31461,4532450.371349834
31462,3572644.4191857968
31463,4968738.692239549
31464,7815927.446045841
31465,4936872.521925901
31466,47265884.892273754
31467,3413261.4461339847
31468,11193752.684124658
31469,4859994.374348194
31470,4930539.226208937
31471,11879508.158210235
31472,2714750.76054208
31473,6824721.967196441
31474,3717478.916943409
31475,7158360.510797518
31476,23987382.723835334
31477,6815246.953272415
31478,4945851.065003619
31479,6070733.114198747
31480,9506987.28017424
31481,8352207.020345459
31482,9068749.60789536
31483,9431391.766069004
31484,6619765.063720885
31485,3315397.985699832
31486,2925393.9177909615
31487,4580795.276990449
31488,13681903.768402781
31489,7229071.979299945
31490,4040440.345992389
31491,5253149.055180915
31492,7769156.859321747
31493,8375876.3962048795
31494,5211514.059711975
31495,5057227.719530326
31496,7583439.535670464
31497,4512186.089948066
31498,5903421.258801373
31499,10401812.594569352
31500,9631026.999084158
31501,8930554.338544814
31502,10243992.96105978
31503,5284647.763493861
31504,9931544.699504223
31505,17499427.2755518
31506,7132885.6985231945
31507,6094336.708636877
31508,6093436.841377375
31509,5414024.794526032
31510,4941642.535672731
31511,4928503.432244134
31512,5640906.784293462
31513,22101792.294855114
31514,24985092.89436812
31515,2443895.1649556663
31516,15406941.689502498
31517,5948947.314052863
31518,6906335.413765536
31519,5730554.010853502
31520,5599697.687888768
31521,4723842.919323595
31522,4276059.144692783
31523,6504994.78542139
31524,8475275.252837399
31525,9692812.971524373
31526,5481461.576271558
31527,7073375.331851697
31528,4531422.026766456
31529,6093291.988444389
31530,5906542.574961222
31531,8728314.3346441
31532,5494228.875672775
31533,13269897.279439157
31534,7577108.87979121
31535,9503093.282787079
31536,7322355.886315047
31537,3990850.787647279
31538,4486868.791946979
31539,3581803.7945611244
31540,9336975.770650504
31541,2742231.1960115326
31542,5372668.112156369
31543,3518513.6136789545
31544,4895357.403927027
31545,7167044.2392786555
31546,11955687.444922447
31547,5518584.683101756
31548,5577212.712279962
31549,5349403.137259811
31550,5531658.465005349
31551,5484018.258890406
31552,6946486.451718342
31553,6462434.119644497
31554,8752895.212145323
31555,3819367.958560822
31556,7083996.466042626
31557,5249201.460608829
31558,9779987.689420562
31559,2733432.9010225027
31560,7418880.04832331
31561,6661199.95854624
31562,22943149.452668462
31563,3866643.965249624
31564,7908170.687948029
31565,8367388.166559661
31566,5472570.633382501
31567,18138226.960796654
31568,6271413.784138481
31569,6885382.35224164
31570,6169378.433696486
31571,5837282.839900274
31572,3409206.4480679585
31573,5704423.781966656
31574,9892697.81855418
31575,5461960.123338593
31576,7457958.73838554
31577,4830309.345540294
31578,8213622.840165509
31579,5034861.938257365
31580,7138518.653330875
31581,5273837.528329349
31582,6065167.790418266
31583,7634073.964119947
31584,4003088.1303428933
31585,6407520.300084401
31586,12048232.112271557
31587,12683309.482921941
31588,8773174.341438629
31589,3455320.6804341995
31590,5688633.136595769
31591,6542016.773858963
31592,7546751.608018256
31593,7458519.304839963
31594,7642535.186906796
31595,5198628.803809493
31596,3536547.922621557
31597,5346490.733602824
31598,3587008.875798832
31599,6754286.012503792
31600,6877398.285931122
31601,13933165.82697684
31602,5153182.830022354
31603,13047438.72957788
31604,4790203.303628087
31605,5051175.097444006
31606,6268899.466947419
31607,7688800.153451389
31608,5116023.962239339
31609,5378175.4652664075
31610,7218936.797705688
31611,5716203.496130417
31612,5254436.330743668
31613,4509197.203084968
31614,13795916.93126316
31615,9696690.401570847
31616,11028141.395574087
31617,4494056.328627814
31618,7158509.3362829955
31619,10360065.432996398
31620,4142850.7233711155
31621,5213704.129739433
31622,30703668.578606583
31623,9734940.961714888
31624,4630693.597294345
31625,9358196.966415578
31626,5256378.495788987
31627,6713320.48644407
31628,10650011.534327624
31629,9473523.216740664
31630,3787974.374271163
31631,5787400.973150252
31632,19599400.90701991
31633,4801442.722738725
31634,8075222.649947593
31635,12445857.773459785
31636,5691964.009327234
31637,5234574.626693827
31638,7857046.561224999
31639,3485398.7581547946
31640,10079187.626629071
31641,3736989.9755052314
31642,3002284.330825436
31643,6245030.51671967
31644,12027032.358584616
31645,5735939.314791177
31646,8494998.6668541
31647,5132088.639490321
31648,11172569.132619385
31649,5201331.334749966
31650,5428924.031866609
31651,13477062.783042433
31652,6013984.223638502
31653,5340116.260477715
31654,5069941.331111155
31655,4184745.2782140984
31656,20473197.187108595
31657,6520642.317437404
31658,4182473.7101888834
31659,7069540.550381065
31660,4925393.87051232
31661,5092209.230821125
31662,6844077.706312827
31663,3725046.4938349426
31664,3500575.3601084244
31665,4158489.8024164885
31666,5403259.0065332595
31667,7722078.412869505
31668,9509721.416994859
31669,13316801.006730318
31670,6710585.937758317
31671,5716633.097617752
31672,7811361.626053265
31673,7761408.092857884
31674,8558510.243934197
31675,7424442.156979956
31676,7841963.163850633
31677,4577127.494311982
31678,4605453.07722336
31679,7620367.214330334
31680,6596972.830815831
31681,5908841.653452396
31682,3248858.510600648
31683,6408934.632969767
31684,4855513.547256324
31685,3522900.380560478
31686,9021023.897711469
31687,9854611.716987379
31688,10285510.687812792
31689,3647552.679613532
31690,7134189.838875567
31691,3550310.667270365
31692,3813561.4116384224
31693,6932453.949226518
31694,6665308.9138507955
31695,6911591.1890884675
31696,3440769.304543741
31697,4802440.752404824
31698,3404280.6467424403
31699,5336858.171382964
31700,5271114.268375789
31701,9062052.357929988
31702,5861084.139063105
31703,8221674.934738389
31704,5646000.621116113
31705,8997493.904851636
31706,5357589.054227288
31707,11729329.975627428
31708,8451650.6687247
31709,5015464.017271324
31710,10406969.500227347
31711,7326943.201385909
31712,8757817.799936013
31713,5321489.53026922
31714,5501647.071281074
31715,5230798.206407695
31716,6114865.425382476
31717,9964885.460365148
31718,4831882.183779992
31719,7046195.409441957
31720,4465104.128954346
31721,4256005.281579372
31722,6153370.612815643
31723,5292232.686390626
31724,5548712.361238059
31725,5049867.81367511
31726,11708108.3406245
31727,7011883.6112273345
31728,4595186.61340846
31729,7807876.980020938
31730,3367094.3047747663
31731,6974572.111963791
